ID_PODA,FECHA DE ATENCION ,COLONIA ,CALLE,NUMERO ,FOLIO ,ESPECIE,ACLAREO PZA,DESCHUPONEO PZA,ELEVACION DE COPA PZA,LIB  DE CAMARAS PZA,LIB  DE FACHADA PZA,LIB  DE LINEAS ELECTRICAS Y AEREAS PZA,LIB  DE LUMINARIAS PZA,VELA,FACHADA,POSTE,LIB  DE SEMAFOROS PZA,LIB  DE SENALAMIENTOS PZA,LIMPIEZA DE COPA PZA,PODA DE FORMACION RESTAURACION DE COPA PZA,PODA ESTETICA O TOPIARIA PZA,PODA DE MUERDAGO PZA,PODA DE HENO MOTITA PZA,REDUCCIÓN DE COPA PZA,TOTAL,LATITUD ,LONGITUD ,FUENTE DE INFORMACION 
301,25/10/2029,TACUBAYA,MANUEL DUBLAN,TODA LA CALLE,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,7,,,,7,19.4015508,-99.1914144,JUD JARDINERIA
302,25/10/1930,LOMAS DE CHAPULTEPEC VI SECCION,PRIV MONTE LIBANO,6 LOCAL C,12396,PODA DE 1 LIQUIDAMABAR,1,,,,,,,,,,,,,,,,,,1,19.41864662,-99.215118,JUD JARDINERIA
303,25/10/1931,BOSQUES DE LAS LOMAS,BOSQUE DE FRAMBOYANES,551,17220,PODA DE 1 FRESNO,,,1,,,,,,,,,,,,,,,,1,19.39914832,-99.25495539,JUD JARDINERIA
304,25/11/2001,POPOTLA,MAR EGEO,236,25226,PODA DE 1 JACARANDA,,,,,,,,,,,,,1,,,,,,1,19.45816457,-99.17879741,EMPRESA KAAB
305,25/11/2002,MARIANO ESCOBEDO,FERROCARRIL DE CUERNAVACA,22,25668,PODA DE 1 TROENO,,,,,,,,,,,,,,,,,,1,1,19.45582466,-99.170341,JUD JARDINERIA
306,25/11/2003,TACUBAYA,JOSE MARIA VIGIL,ESQUINA,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,9,,,,9,19.38702985,-99.12101016,JUD JARDINERIA
307,25/11/2004,PENSIL NORTE,CALZ LEGARIA,354 INTERIOR CLINICA17 DEL IMSSS,SIN FOLIO,PODA DE 2 JACARANDAS,2,,,,,,,,,,,,,,,,,,2,19.45295321,-99.19898716,JUD JARDINERIA
308,25/11/2005,REFORMA SOCIAL,AV TECAMACHALCO,PARQUE REFORMA SOCIAL,SIN FOLIO,PODA DE 12 JACARANDAS 10 FRESNOS 22 PALMERAS 4 CEDROS 6 FICUS 6 LAUREL Y 1 BAMBU REFERECIAS   AMH   DESU  SP   009525 Y AMH  DGGS   DESCUDACA    02512025 SE ENVIO 1ER REPORTE CON OFICIO   SP  019725 EL DIA 07032025,,,61,,,,,,,,,,,,,,,,61,19.42927569,-99.21891205,JUD JARDINERIA
309,25/11/2006,POPOTLA,MAR DE BANDA,7,10815,PODA DE 2 ARBOLEES FRESNOS NO ESPECIFICA METODO DE PODA,2,,,,,,,,,,,,,,,,,,2,19.45637024,-99.17628889,JUD JARDINERIA
310,25/11/2007,POPOTLA,MAR DE BANDA,36,25597,PODA DE 1 PIRUL BRASILEO NO ESPECIFICA METODO DE PODA,1,,,,,,,,,,,,,,,,,,1,19.45712275,-99.17623441,JUD JARDINERIA
311,25/11/2008,POPOTLA,MAR DE BANDA,FTE A ESCUELA ESQUINA,29785,PODA DE 2 LAURELES DE 40 18 PARA LIBERAR FACHADA Y LUMINARIA,2,,,,,,,,,1,,,,,,,,,3,19.45596244,-99.17694811,JUD JARDINERIA
312,25/11/2009,UN HOGAR PARA NOSOTROS,CALZ MEXICO TACUBA,CAI SEP 23 VANGUARDIA REVOLUCIONARIA,AMH  DESU  DMASPBR  4382024,PODA DE 1 TROENO 1 PALMERA SE TRABAJO OTRA DISTINTA A LA QUE VENIA ESPECIFICADA EN EL DICTAMEN Y NO ACEPTARON LA PODA DEL EUCALIPTO SOLICITAN EL DERRIBO FIRMARON LA ORDEN DE TRABAJO POR PARTE DE LA DIRECTORA FABIOLA VENEGAS B QUEDA PENDIENTE OFICIO DE CONTESTACION A MEDIO AMBIENTE 28022025     SE CONTESTO CON OFICIO   SPJ    018225 EL DIA 03032025,,,,,,,,,,,,,2,,,,,,2,19.446431,-99.16939367,JUD JARDINERIA
313,25/11/2010,MARIANO ESCOBEDO,LAGUNA DE TERMINOS,301 Y 302,SIN FOLIO,PODA DE  2 LAURELES Y 1 FRESNO PARA LIBERAR LUMINARIA,,3,,,,,,,,1,,,,,,,,,4,19.44344839,-99.18120929,JUD JARDINERIA
314,25/11/2011,ANAHUAC I SECCION,AV MARINA NACIONAL,222 ESC PRIM   ESTADO DE HIDALGO,SIN FOLIO,PODA DE 7 ARBOLES 2 FICUS 1 FRESNO1 GUAJE 2 GUAYABOS Y 1 NOCHEBUENA POR MUERDAGO NO ESPECIFICA BIEN LAS CARACTERISTICAS DE LOS ARBOLES NI EL METODO DE PODA,,,,,,,,,,,,,,,,7,,,7,19.4674649,-99.19162094,JUD JARDINERIA
315,25/11/2012,ANAHUAC II SECCION,LAGO CUITZEO,77,3370,PODA DE 1 TROENO,,,,,,,,,,,,,1,,,,,,1,19.44665505,-99.17389913,JUD JARDINERIA
316,25/11/2013,5 DE MAYO,LAGO GINEBRA,199,8786,PODA DE 1  HULE,,,,,,,,,,,,,,,,,,1,1,19.44614947,-99.19851496,JUD JARDINERIA
317,25/11/2014,TLAXPANA,TLALOC,24,11937,PODA DE 1 LAUREL,,,,,1,,,,,,,,,,,,,,1,19.44278845,-99.16786699,JUD JARDINERIA
318,25/11/2015,TORRE BLANCA,LAGO NICARAGUA,108,12184,PODA DE 3 ARBOLES,,,3,,,,,,,,,,,,,,,,3,19.45808561,-99.19654143,JUD JARDINERIA
319,25/11/2016,ARGENTINA ANTIGUA,LAGO BUENOS AIRES,20 ESQUINA,12480,PODA DE 1 LAUREL,,,1,,,,,,,,,,,,,,,,1,19.45788493,-99.20292863,JUD JARDINERIA
320,25/11/2017,LOS MANZANOS,LAGO TRASIMENO,ESQUINA,13129,PODA DE 1 HULE,1,,,,,,,,,,,,,,,,,,1,19.44817517,-99.1882496,JUD JARDINERIA
321,25/11/2018,POLANCO III SECCION,JULIO VERNE,56,13281,PODA DE 1 HULE,,,,,1,,,,,,,,,,,,,,1,19.42901114,-99.19734962,JUD JARDINERIA
322,25/11/2019,TLAXPANA,QUETZALCOATL,35,13308,PODA DE 1 PIRUL Y 1 FICUS,,,,,2,,,,,,,,,,,,,,2,19.44163202,-99.16812487,JUD JARDINERIA
323,25/11/2020,POLANCO V SECCION,HEGEL,346,14779,PODA DE 3 FICUS,,,,,3,,,,,,,,,,,,,,3,19.43184108,-99.18794429,JUD JARDINERIA
324,25/11/2021,POLANCO V SECCION,HEGEL,504,15941,PODA DE 3 ARBOLES NO ESPECIFICAN ESPECIE,,,,,3,,,,,,,,,,,,,,3,19.43021437,-99.18805495,JUD JARDINERIA
325,25/11/2022,ANAHUAC II SECCION,LAGUNA DE SAN CRISTOBAL,85,16145,PODA DE 3 ARBOLES NO ESPECIFICAN ESPECIE,,,,,3,,,,,,,,,,,,,,3,19.44249205,-99.17284363,JUD JARDINERIA
326,25/11/2023,ANAHUAC I SECCION,LAGO GARDA,192,16605,PODA DE 3 ARBOLES,,,,,3,,,,,,,,,,,,,,3,19.44984228,-99.18671337,JUD JARDINERIA
327,25/11/2024,POPOTLA,PLAN DE GUADALUPE,34,16770,PODA DE 1 TREONO,1,,,,,,,,,,,,,,,,,,1,19.45530118,-99.17082767,JUD JARDINERIA
328,25/11/2025,ARGENTINA ANTIGUA,LAGO BUENOS AIRES,19,16911,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.45798207,-99.20312523,JUD JARDINERIA
329,25/11/2026,ANAHUAC I SECCION,LAGO TEXCOCO,14,17213,PODA DE 2 TROENOS,,,2,,,,,,,,,,,,,,,,2,19.44665225,-99.1791008,JUD JARDINERIA
330,25/11/2027,AMPLIACION TORRE BLANCA,LAGO ARGENTINA,79,17266,PODA DE 3 FICUS,1,,,,,,,,,,,,,,,,,,1,19.45566993,-99.20065246,JUD JARDINERIA
331,25/11/2028,ARGENTINA ANTIGUA,LAGO FONTANA,63,17568,PODA DE 1 FRESNO Y 1 CIRUELO,,,2,,,,,,,,,,,,,,,,2,19.45655278,-99.20399363,JUD JARDINERIA
332,25/11/2029,ANAHUAC I SECCION,LAGUNA DE SAN CRISTOBAL,101,17800,PODA DE 1 CASUARINA,,,1,,,,,,,,,,,,,,,,1,19.44428678,-99.1748294,JUD JARDINERIA
333,25/11/1930,AMPLIACION TORRE BLANCA,LAGO SAN MARTIN,80,17847,PODA DE 1 CASUARINA,1,,,,,,,,,,,,,,,,,,1,19.45540717,-99.20108455,JUD JARDINERIA
334,25/12/2001,ANAHUAC II SECCION,LAGO ZIRAHUEN,130,18160,PODA DE 1  ARBOL,,,,,1,,,,,,,,,,,,,,1,19.44467435,-99.17287647,JUD JARDINERIA
335,25/12/2002,VERONICA ANZURES,LAGO PATZCUARO,189 ESQUINA,18548,PODA DE 1 FICUS 1 FRESNO Y 1 CASUARINA,,,3,,,,,,,,,,,,,,,,3,19.44387186,-99.1717148,JUD JARDINERIA
336,25/12/2003,POPOTLA,MAR JONICO,43,19389,PODA DE 1 FRESNO Y 1 TROENO,,,2,,,,,,,,,,,,,,,,2,19.45425825,-99.18207843,JUD JARDINERIA
337,25/12/2004,ANAHUAC I SECCION,LAGO CATEMACO,5,19680,PODA DE 1 FICUS Y 1 FRESNO,,,,,2,,,,,,,,,,,,,,2,19.4494536,-99.17743647,JUD JARDINERIA
338,25/12/2005,ANAHUAC I SECCION,LAGO SILVERIO,258,19791,PODA DE 1 FRESNO Y 1 LAUREL,2,,,,,,,,,,,,,,,,,,2,19.44190575,-99.18102718,JUD JARDINERIA
339,25/12/2006,POLANCO V SECCION,LOPE DE VEGA,421,19844,PODA DE 1 FICUS ,,,,,1,,,,,,,,,,,,,,1,19.43062216,-99.18750096,JUD JARDINERIA
340,25/12/2007,POPOTLA,MAR EGEO,333,19858,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.45594105,-99.17578878,JUD JARDINERIA
341,25/12/2008,VERONICA ANZURES,LAGO PATZCUARO,183,21071,PODA DE 1 CASUARINA,,,1,,,,,,,,,,,,,,,,1,19.44553426,-99.17178943,JUD JARDINERIA
342,25/12/2009,IRRIGACION,PRESA SALINILLAS,397 FTE SECUNDARIA 221,21307,PODA DE 2 FRESNOS,,,2,,,,,,,,,,,,,,,,2,19.44497452,-99.21586756,JUD JARDINERIA
343,25/12/2010,LOMAS DE CHAPULTEPEC V SECCION,MONTES HIMALAYA,209,21863,PODA DE 1 FRESNO,,,,,,,,,,,,,1,,,,,,1,19.42547572,-99.21360902,JUD JARDINERIA
344,25/12/2011,ANAHUAC II SECCION,LAGO CHAPALA,3,22740,PODA DE 1 JACARANDA,,,,,,,,,,,,,1,,,,,,1,19.44704647,-99.17514493,JUD JARDINERIA
345,25/12/2012,TLAXPANA,CDA TONANTZIN,39,23189,PODA DE 2 JACARANDA Y 1 TROENO,,,2,,,,,,,,,,,,,,,,2,19.44282866,-99.1692314,JUD JARDINERIA
346,25/12/2013,ANAHUAC II SECCION,LAGO CUITZEO,75,24147,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.44674702,-99.1740062,JUD JARDINERIA
347,25/12/2014,ANAHUAC I SECCION,LAGO PATZCUARO,20,24223,PODA DE 1 ARBOL NO ESPECIFICAN ESPECIE,,,,,1,,,,,,,,,,,,,,1,19.44669573,-99.17129367,JUD JARDINERIA
348,25/12/2015,TLAXPANA,QUETZALCOATL,22,24349,PODA DE 1 ARBOL NO ESPECIFICAN ESPECIE,,,,,1,,,,,,,,,,,,,,1,19.44240305,-99.16722758,JUD JARDINERIA
349,25/12/2016,ANAHUAC I SECCION,LAGUNA DEL CARMEN,197,24582,PODA DE 1 TROENO 1 FICUS 1 FRESNO Y 1 CEDRO,,,4,,,,,,,,,,,,,,,,4,19.44773987,-99.17111646,JUD JARDINERIA
350,25/12/2017,ANAHUAC I SECCION,LAGO PATZCUARO,135,24814,PODA DE 1 FRESNO,,,1,,,,,,,,,,,,,,,,1,19.44339486,-99.17200127,JUD JARDINERIA
351,25/12/2018,ANAHUAC I SECCION,LAGUNA DE SAN CRISTOBAL,99,24940,PODA DE 1 CASUARINA EN EL 99 Y A LADODEL 99 PODA DE 1 LAUREL Y RETIRO DE RAMA INCLINADA DE 1 CEDRO,,,3,,,,,,,,,,,,,,,,3,19.44442519,-99.17488202,JUD JARDINERIA
352,25/12/2019,ANAHUAC I SECCION,LAGO GARDA,103,25149,PODA DE 1 HULE,1,,,,,,,,,,,,,,,,,,1,19.44932363,-99.18053903,JUD JARDINERIA
353,25/12/2020,ANAHUAC I SECCION,LAGO PATZCUARO,32,25515,PODA DE 3 TROENOS Y 1 ARAUCARIA,,,4,,,,,,,,,,,,,,,,4,19.44579992,-99.17147265,JUD JARDINERIA
354,25/12/2021,POPOTLA,MAR JONICO,28,26821,PODA DE 1 FRESNO,,,1,,,,,,,,,,,,,,,,1,19.45308345,-99.1826156,JUD JARDINERIA
355,25/12/2022,PERALITOS,LAGO GARDA,194,27269,PODA DE 2 ARBOLES PARA LIBERACION DE FACHADA,,,,,2,,,,,,,,,,,,,,2,19.44991515,-99.18678998,JUD JARDINERIA
356,25/12/2023,LOS MANZANOS,PRIV LAGO COMO,14,27623,PODA DE 1 AGUACATE,1,,,,,,,,,,,,,,,,,,1,19.44814845,-99.18404033,JUD JARDINERIA
357,25/12/2024,ARGENTINA ANTIGUA,RIO TLACOTALPAN,68,27639,PODA DE 1 LIQUIDAMBAR,1,,,,,,,,,,,,,,,,,,1,19.4574003,-99.2078654,JUD JARDINERIA
358,25/12/2025,ANAHUAC I SECCION,LAGO SILVERIO,271,28022,PODA DE 1 LAUREL,1,,,,,,,,,,,,,,,,,,1,19.441704,-99.18128523,JUD JARDINERIA
359,25/12/2026,POPOTLA,MAR EGEO,384 ATRAS DEPORTIVO PLAN SEXENAL,28332,PODA DE 1 ROSA LAUREL,,,1,,,,,,,,,,,,,,,,1,19.45463408,-99.17445233,JUD JARDINERIA
360,25/12/2027,OBSERVATORIO,GRAL VICTORIANO CEPEDA,5,28466,PODA DE 1 FRAMBOYAN,,,1,,,,,,,,,,,,,,,,1,19.40461072,-99.19645452,JUD JARDINERIA
361,25/12/2028,AMPLIACION DANIEL GARZA,GRAL JUAN VILLEGAS,67,28488,PODA DE 1 FICUS,1,,,,,,,,,,,,,,,,,,1,19.40641736,-99.19652843,JUD JARDINERIA
362,25/12/2029,POPOTLA,PLAN DE GUADALUPE,31,29057,PODA DE 1 TROENO,1,,,,,,,,,,,,,,,,,,1,19.45543167,-99.17102906,JUD JARDINERIA
363,25/12/1930,ESCANDON II SECCION,13 DE SEPTIEMBRE,57,29266,PODA DE 1 LAUREL Y 1 PATA DE VACA EN EL PREDIO DE A LADO,,,2,,,,,,,,,,,,,,,,2,19.39935362,-99.18054983,JUD JARDINERIA
364,25/12/1931,ARGENTINA ANTIGUA,RIO TLACOTALPAN,120,29285,PODA DE 1 LAUREL,,,,,1,,,,,,,,,,,,,,1,19.45780917,-99.2097766,JUD JARDINERIA
365,26/01/2001,ANAHUAC II SECCION,LAGO CHAPALA,41,29831,PODA DE 3 FRESNOS 1 CASUARINA Y 1 LAUREL,5,,,,,,,,,,,,,,,,,,5,19.44659328,-99.175043,JUD JARDINERIA
366,26/01/2002,POPOTLA,PLAN DE GUADALUPE,38,29842,PODA DE 1 FICUS 1 CASUARINA1 YUCA Y 1 JACARANDA,4,,,,,,,,,,,,,,,,,,4,19.45509075,-99.1710207,JUD JARDINERIA
367,26/01/2003,ANAHUAC I SECCION,LAGO GARDA,148 B,29943,PODA DE 1 LAUREL,1,,,,,,,,,,,,,,,,,,1,19.44943818,-99.18386377,JUD JARDINERIA
368,26/01/2004,ANAHUAC II SECCION,LAGO CUITZEO,89,30483,PODA DE 1 FRESNOL Y 1 EUCALIPTO,2,,,,,,,,,,,,,,,,,,2,19.44616862,-99.1739518,JUD JARDINERIA
369,26/01/2005,ARGENTINA ANTIGUA,RIO TLACOTALPAN,21,30770,PODA DE 1 BUGAMBILIA,1,,,,,,,,,,,,,,,,,,1,19.45725195,-99.20627147,JUD JARDINERIA
370,26/01/2006,ANAHUAC II SECCION,LAGO CHAPALA,101,31026,PODA DE 1 LAUREL,1,,,,,,,,,,,,,,,,,,1,19.44245035,-99.17558023,JUD JARDINERIA
371,26/01/2007,AMERICA,PTE 75,63 SOBRE,31124,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.40332616,-99.2025933,JUD JARDINERIA
372,26/01/2008,POPOTLA,MAR EGEO,195,546,PODA DE 1 TROENO Y 1 FICUS,2,,,,,,,,,,,,,,,,,,2,19.45844708,-99.18000913,JUD JARDINERIA
373,26/01/2009,ANAHUAC I SECCION,LAGUNA DE TERMINOS,150 SOBRE,1574,PODA DE 1 LAUREL,1,,,,,,,,,,,,,,,,,,1,19.44423662,-99.18611733,JUD JARDINERIA
374,26/01/2010,ANAHUAC I SECCION,LAGUNA DE TAMIAHUA,74,2680,PODA DE 2 FICUS EN PROGRAMA OLA DE SERVICIOS,2,,,,,,,,,,,,,,,,,,2,19.4466784,-99.17579153,JUD JARDINERIA
375,26/01/2011,ANAHUAC I SECCION,LAGUNA DE TERMINOS,322,2534,PODA DE 1 FICUS,1,,,,,,,,,,,,,,,,,,1,19.44327958,-99.18020206,JUD JARDINERIA
376,26/01/2012,DANIEL GARZA,GRAL MIGUEL QUINTANA,43,4988,PODA TOPIARIA BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,2,,,,2,19.40674166,-99.1981396,JUD JARDINERIA
377,26/01/2013,POLANCO V SECCION,AV PRESIDENTE MASARYK,219,5052,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.43177275,-99.19056495,JUD JARDINERIA
378,26/01/2014,ANAHUAC I SECCION,LAGUNA DE TERMINOS,126,5055,PODA DE 1 COLORIN,1,,,,,,,,,,,,,,,,,,1,19.4442651,-99.18702723,JUD JARDINERIA
379,26/01/2015,ANAHUAC I SECCION,LAGUNA DE SAN CRISTOBAL,GLORIETA SAN CRISTOBAL,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,8,,,,8,19.44394447,-99.17081132,JUD JARDINERIA
380,26/01/2016,PENSIL SUR,LAGO GINEBRA,199,SIN FOLIO,SE REALIZO PODA DE 1 ARBOL NO ESPECIFICA LA ESPECIE NI EL METODO DE PODALOS DIAS 3  4 Y 05  ,,,1,,,,,,,,,,,,,,,,1,19.44615958,-99.1984935,JUD JARDINERIA
381,26/01/2017,POLANCO II SECCION,SOCRATES,224,SIN FOLIO,PODA DE 1 FICUS,,,,,1,,,,,,,,,,,,,,1,19.4353488,-99.20395916,JUD JARDINERIA
382,26/01/2018,POLANCO III SECCION,CALDERON DE LA BARCA,30,SIN FOLIO,PODA DE 1 FRESNO,,,1,,,,,,,,,,,,,,,,1,19.4293014,-99.19981306,JUD JARDINERIA
383,26/01/2019,LOMA HERMOSA,PRESA SALINILLAS,ESQUINA,SIN FOLIO,PODA DE 1 PIRUL,,,1,,,,,,,,,,,,,,,,1,19.44468075,-99.21272158,JUD JARDINERIA
384,26/01/2020,LOS MANZANOS,LAGO MAYOR,62,5351,PODA DE 2 FRESNOS,2,,,,,,,,,,,,,,,,,,2,19.44937145,-99.18549899,JUD JARDINERIA
385,26/01/2021,POPOTLA,MAR MARMARA,167,5191,PODA TOPIARIA 3 FICUS BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,3,,,,3,19.4557604,-99.173895,JUD JARDINERIA
386,26/01/2022,ESCANDON I SECCION,AV PUENTE DE LA MORENA,36,5954,PODA DE 1 FRESNO,1,,,,,,,,,,,,,,,,,,1,19.39840474,-99.18370615,JUD JARDINERIA
387,26/01/2023,SAN MIGUEL CHAPULTEPEC I SECCION,GRAL JUAN CANO,156,5155,PODA TOPIARIA DE 1 ARBOL PODA DE SETO DESMALEZADO BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,1,,,,1,19.4083707,-99.1860938,JUD JARDINERIA
388,26/01/2024,DANIEL GARZA,GRAL SOSTENES ROCHA,47,5133,PODA TOPIARIA DE 4 ARBOLES BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,4,,,,4,19.40816358,-99.1918147,JUD JARDINERIA
389,26/01/2025,POPOTLA,MAR TIRRENO,137,5259,PODA DE 1 FRESNO,1,,,,,,,,,,,,,,,,,,1,19.45508415,-99.18326253,JUD JARDINERIA
390,26/01/2026,AMERICA,PTE 75,18,SIN FOLIO,PODA TOPIARIA DE 1 ARBOL,,,,,,,,,,,,,,,1,,,,1,19.4018211,-99.20237327,JUD JARDINERIA
391,26/01/2027,SAN MIGUEL CHAPULTEPEC I SECCION,AV PARQUE LIRA,ESQUINA,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40618558,-99.18884679,JUD JARDINERIA
392,26/01/2028,AMPLIACION DANIEL GARZA,GRAL SOSTENES ROCHA,15,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40850094,-99.19061925,JUD JARDINERIA
393,26/01/2029,SAN MIGUEL CHAPULTEPEC II SECCION,AV JOSE VASCONCELOS,127,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.41646111,-99.1798203,JUD JARDINERIA
394,26/01/1930,AMPLIACION DANIEL GARZA,GRAL ENRIQUE TORROELLA,59,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40834098,-99.19150573,JUD JARDINERIA
395,26/01/1931,SAN MIGUEL CHAPULTEPEC I SECCION,GOB JOSE CEBALLOS,ESQUINA,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40980286,-99.19076372,JUD JARDINERIA
396,26/02/2001,POLANCO V SECCION,SCHILLER,ESQUINA,SIN FOLIO,PODA DE 3 LAUREL 2 FICUS 4 JACARANDAS Y 1 FRESNO,10,,,,,,,,,,,,,,,,,,10,19.43318768,-99.18634027,JUD JARDINERIA
