ID_PODA,FECHA DE ATENCION ,COLONIA ,CALLE,NUMERO ,FOLIO ,ESPECIE,ACLAREO PZA,DESCHUPONEO PZA,ELEVACION DE COPA PZA,LIB  DE CAMARAS PZA,LIB  DE FACHADA PZA,LIB  DE LINEAS ELECTRICAS Y AEREAS PZA,LIB  DE LUMINARIAS PZA,VELA,FACHADA,POSTE,LIB  DE SEMAFOROS PZA,LIB  DE SENALAMIENTOS PZA,LIMPIEZA DE COPA PZA,PODA DE FORMACION RESTAURACION DE COPA PZA,PODA ESTETICA O TOPIARIA PZA,PODA DE MUERDAGO PZA,PODA DE HENO MOTITA PZA,REDUCCIÓN DE COPA PZA,TOTAL,LATITUD ,LONGITUD ,FUENTE DE INFORMACION 
496,,ESCANDON I SECCION,CARLOS B ZETINA,123,6032,PODA DE 1 LIQUIDAMBAR,,,,,,,,,,,,,1,,,,,,1,19.40272722,-99.183232,EMPRESA KAAB
497,,GRANADA,LAGO ONEGA,418,6344,PODA DE 3 TROENOS Y 1 JACARANDA PARA LIBERAR FACHADA,,,3,,,,,,,,,,,,,,,,3,19.43915094,-99.19022822,JUD JARDINERIA
498,,GRANADA,LAGO MARGARITA,21,6876,PODA DE 1 OLMO CHINO PARA LIBERAR FACHADA,,,1,,,,,,,,,,,,,,,,1,19.4388111,-99.18749313,JUD JARDINERIA
499,,MOLINO DEL REY,ALICA,175,SIN FOLIO,PODA TOPIARIA 4 ARBOLES,,,,,,,,,,,,,,,4,,,,4,19.41897612,-99.19448809,JUD JARDINERIA
500,,SAN MIGUEL CHAPULTEPEC II SECCION,GOB GREGORIO V GELATI,72,SIN FOLIO,PODA DE 2 TROENOS   1 PATA DE VACA Y 1 FRESNO,4,,,,,,,,,,,,,,,,,,4,19.4123722,-99.18811711,JUD JARDINERIA
501,,SAN MIGUEL CHAPULTEPEC I SECCION,GOB GRAL JOSE MORAN,98,8318,MANTENIMIENTO,,,,,,,,,,,,,,,3,,,,3,19.409441,-99.18870826,JUD JARDINERIA
502,,ESCANDON I SECCION,GRAL FRANCISCO MURGUIA,52,31032,PODA DE 1 FICUS,,,,,,,,,,,,,1,,,,,,1,19.40586886,-99.18125823,EMPRESA KAAB
503,,TORRE BLANCA,LAGO NICARAGUA,108,12184,PODA DE 2 FRESNOS,2,,,,,,,,,,,,,,,,,,2,19.45808561,-99.19654143,JUD JARDINERIA
504,,REFORMA SOCIAL,AV TECAMACHALCO,PARQUE REFORMA SOCIAL,SIN FOLIO,PODA DE 5 NIPESPEROS   5 FRESNOS   2 EUCALIPTOS   6 CEDROS   2 FICUS   5 PINOS Y 5 BAMBUS    SE INFORMA CON OFICIO    SPJ   0280   25 EL DIA 07   04   2025,,,25,,,,,,,,,,5,,,,,,30,19.42916444,-99.21892276,JUD JARDINERIA
505,,ESCANDON I SECCION,GRAL FRANCISCO MURGUIA,66,9007,PODA DE 1 PIRUL PARA LIBERAR FACHADA,,,,,1,,,,,,,,,,,,,,1,19.4050903,-99.1814086,JUD JARDINERIA
506,,NEXTITLA,PLAN SEXENAL,384,9177,MANTENIMIENTO,,,,,,,,,,,,,,,16,,,,16,19.4545005,-99.1741185,JUD JARDINERIA
507,,AMPLIACION DANIEL GARZA,ALFREDO TENNYSON,126,9257,PODA DE 2 ARBOLES ,,,,,2,,,,,,,,,,,,,,2,19.43219326,-99.19518886,JUD JARDINERIA
508,,LOMAS DE CHAPULTEPEC III SECCION,AV PRADO NORTE,610,12086,DERRIBO DE 2 TROENOS Y PODA DE 2 LIQUIDAMABAR,,,2,,,,,,,,,,,,,,,,2,19.42679047,-99.21489383,JUD JARDINERIA
509,,AMERICA,SUR 126,96,10160,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40280544,-99.20138562,JUD JARDINERIA
510,,PLUTARCO ELIAS CALLES,FAUSTO NIETO,TRIANGULO,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,3,,,,3,19.4553984,-99.17137414,JUD JARDINERIA
511,,NEXTITLA,PLAN DE GUADALUPE,CAMELLON,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,2,,,,2,19.45498247,-99.1716611,JUD JARDINERIA
512,,SAN MIGUEL CHAPULTEPEC I SECCION,GRAL PEDRO ANTONIO DE LOS SANTOS,TODA LA CALLE,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,16,,,,16,19.4140105,-99.18166363,JUD JARDINERIA
513,,SAN MIGUEL CHAPULTEPEC II SECCION,FERNANDO MONTES DE OCA,TODA LA CALLE,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,13,,,,13,19.41415716,-99.17707829,JUD JARDINERIA
514,,BOSQUE DE CHAPULTEPEC II SECCION,AV CONSTITUYENTES,ALMACEN PANTEON CIVIL DE DOLORES,SIN FOLIO,MANTENIMIENTO,,,2,,,,,,,,,,,,,,,,2,19.40312681,-99.2135824,JUD JARDINERIA
515,,SAN MIGUEL CHAPULTEPEC I SECCION,JOAQUIN ARGAEZ,ESQUINA,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,7,,,,7,19.41606546,-99.17993006,JUD JARDINERIA
516,,TACUBAYA,AV REVOLUCION,JARDIN MARTIRES DE TACUBAYA,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.39702422,-99.18597423,JUD JARDINERIA
517,,AMERICA,SUR 126,96,SIN FOLIO,PODA TOPIARIA   BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,1,,,,1,19.40283579,-99.20137489,JUD JARDINERIA
518,,BOSQUE DE CHAPULTEPEC II SECCION,FERNANDO ALENCASTRE,CAMPAMENTO ALENCASTRE,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,3,,,,3,19.4204186,-99.19608521,JUD JARDINERIA
519,,OBSERVATORIO,GOB M GONZALEZ CALDERON,25,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40629562,-99.19463988,JUD JARDINERIA
520,,AMERICA,PTE 73  A,ESQUINA,SIN FOLIO,PODA TOPIARIA  BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,6,,,,6,19.40383432,-99.20157866,JUD JARDINERIA
521,,AMERICA,SUR 136,18,SIN FOLIO,PODA TOPIARIA  BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,1,,,,1,19.40420772,-99.20444808,JUD JARDINERIA
522,,REFORMA SOCIAL,AV TECAMACHALCO,PARQUE REFORMA SOCIAL,SIN FOLIO,SE REALIZO PODA DE 5 NISPEROS 5 FRESNOS 2 EUCALIPTOS 6 CEDROS 2 FICUS 5 PINOS Y 5 BAMBUS ,,,25,,,,,,,,,,5,,,,,,30,19.4288609,-99.21870818,JUD JARDINERIA
523,,FRANCISCO I MADERO,CALLE 6,401,25370,PODA DE 1 FRESNO,1,,,,,,,,,,,,,,,,,,1,19.4475129,-99.20365252,EMPRESA KAAB
524,,SAN MIGUEL CHAPULTEPEC I SECCION,GOB JOSE CEBALLOS,53,SIN FOLIO,PODA DE 1 LIQUIDAMBAR,1,,,,,,,,,,,,,,,,,,1,19.40995246,-99.18894393,JUD JARDINERIA
525,,ANAHUAC I SECCION,LAGUNA DE SAN CRISTOBAL,GLORIETA DE SAN CRISTOBAL,SIN FOLIO,PODA DE 12 FICUS,,,,,,,,,,,,,,,,,,12,12,19.4439344,-99.17084349,JUD JARDINERIA
526,,LOMAS DE CHAPULTEPEC,MONTE TABOR,S/N,SIN FOLIO,PODA DE 2 PIRUL,,,2,,,,,,,,,,,,,,,,2,19.42844412,-99.216881,JUD JARDINERIA
527,,IRRIGACION,PRESA LA ANGOSTURA,10,7890,PODA DE 1 ARBOL PARA LIBERACION DE FACHADA,,,,,1,,,,,,,,,,,,,,1,19.43917975,-99.20799548,JUD JARDINERIA
528,,ANAHUAC I SECCION,LAGUNA DE TERMINOS,302,23804,PODA DE 1 FICUS,,,,,,,,,,,,,,,,,,1,1,19.44350543,-99.18106699,JUD JARDINERIA
529,,POLANCO,TEMISTOCLES,TODA LA CALLE,SIN FOLIO,PODA DE 1 FRESNO Y 1 TROENO,,,,,,,2,,,,,,,,,,,,2,19.43257048,-99.19185516,JUD JARDINERIA
530,,POLANCO,TEMISTOCLES,VARIOS NUMEROS,SIN FOLIO,PODA DE 3 TROENOS 1 FRESNO 2 JACARANDAS 2 LIQUIDAMABAR 2 LAUREL 2 FICUS Y 1 ALMENDRO ,,,,,,,13,,,,,,,,,,,,13,19.43257048,-99.19185516,JUD JARDINERIA
531,,POLANCO,AV EJERCITO NACIONAL MEXICANO,"FTE AL 358, 350, 330, 320, 310 Y 308",SIN FOLIO,PODA DE 1 JACARANDA 1 PIRUL 1 LIQUIDAMABAR 10 TROENOS,,,,,,,13,,,,,,,,,,,,13,19.43744174,-99.18566055,JUD JARDINERIA
532,,POLANCO,TEMISTOCLES,TODA LA CALLE,SIN FOLIO,PODA DE 6 ARBOLES PARA LIBERACION DE LUMINARIA,,,,,,,6,,,,,,,,,,,,6,19.43261095,-99.19181225,JUD JARDINERIA
533,,POPOTLA,MAR DE BANDA,"11 ESC PRIM ""ARBOL DE LA NOCHE TRISTE""",SIN FOLIO,PODA DE 6 ARBOLES AL INTERIOR DEL PLANTEL,,,6,,,,,,,,,,,,,,,,6,19.45658328,-99.1761848,JUD JARDINERIA
534,,ESCANDON I SECCION,ASTRONOMOS,ESQUINA,SIN FOLIO,PODA DE 1 HULE 1 FRESNO 1 LIQUIDAMABAR 1 FICUS Y SOBRE ARQUITECTOS PODA DE 1 ALAMO,,,5,,,,,,,,,,,,,,,,5,19.40038094,-99.1718438,JUD JARDINERIA
535,,ANAHUAC I SECCION,LAGUNA DE TERMINOS,279,22654,PODA DE 1 HULE,,,,,,,,,,,,,,,,,,1,1,19.44334634,-99.18180465,JUD JARDINERIA
536,20/05/2025,POLANCO V SECCION,SCHILLER,255,13196,PODA DE 13 ARBOLES LIBERACION DE 4 LUMINARIAS ,13,,,,,,4,,,,,,,,,,,,17,19.4335232,-99.18655,JUD JARDINERIA
537,20/05/2025,AMPLIACION TORRE BLANCA,LAGO SAN MARTIN,49,14710,SE REALIZO PODA DE 2 FRESNOS,,,,,,,,,,,,,1,,,,,,1,19.45644221,-99.2012015,EMPRESA KAAB
538,16/05/2025,TLAXPANA,TLALOC,102,15724,PODA DE 1 FRESNO,,,,,1,,,,,,,,,,,,,,1,19.43828263,-99.17078627,JUD JARDINERIA
539,08/05/2025,LOMAS DE SOTELO,1ER RETORNO CALLE 7,EDIF 41A,22961,PODA DE 1 LAUREL,1,,,,,,,,,,,,,,,,,,1,19.43199313,-99.21882735,JUD JARDINERIA
540,09/05/2025,ESCANDON II SECCION,AGRARISMO,15,30538,PODA DE 1 JACARANDA,,,,,,,,,,,,,1,,,,,,1,19.40303938,-99.17190676,JUD JARDINERIA
541,15/05/2025,SAN DIEGO OCOYOACAC,LAGO MANAGUA,75,31246,PODA DE 1 FICUS,1,,,,,,,,,,,,,,,,,,1,19.46166725,-99.19586968,JUD JARDINERIA
542,05/05/2025,HUICHAPAN,LAGO GASCASONICA,227,769,PODA DE 1 PIRUL,1,,,,,,,,,,,,,,,,,,1,19.4617646,-99.1960703,JUD JARDINERIA
543,08/05/2025,AMERICA,SUR 130,34,1390,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.40423138,-99.20295927,JUD JARDINERIA
544,02/05/2025,AMERICA,SUR 126,44 Z,1811,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.4039347,-99.20293623,JUD JARDINERIA
545,05/05/2025,HUICHAPAN,LAGO SAIMA,91,4125,PODA DE 1 FRESNO,1,,,,,,,,,,,,,,,,,,1,19.46167271,-99.19810642,JUD JARDINERIA
546,20/05/2025,AHUEHUETES ANAHUAC,PRIV NICOLAS BRAVO,12,6406,PODA DE 1 FICUS,,,,,,,,,,,,,1,,,,,,1,19.44954432,-99.1893305,EMPRESA KAAB
547,02/05/2025,AMERICA,SUR 130,73,6454,PODA DE 1 FRESNO,,,1,,,,,,,,,,,,,,,,1,19.40276944,-99.20326423,JUD JARDINERIA
548,20/05/2025,LAGO NORTE,2DA CDA DE LAGO BOLSENA,67,7560,PODA DE 1 FRESNO,,,1,,,,,,,,,,,,,,,,1,19.44625775,-99.18910352,EMPRESA KAAB
549,02/05/2025,AMERICA,SUR 130,45,7582,PODA DE 2 FRESNOS,,,2,,,,,,,,,,,,,,,,2,19.4040521,-99.20315915,JUD JARDINERIA
550,02/05/2025,AMERICA,SUR 130,56,7640,PODA DE 1 FRESNO,,,1,,,,,,,,,,,,,,,,1,19.40341812,-99.20298675,JUD JARDINERIA
551,15/05/2025,ESCANDON I SECCION,JOSE MARIA VIGIL,86,7696,PODA DE 1 ARBOL,1,,,,,,,,,,,,,,,,,,1,19.40146872,-99.18228647,JUD JARDINERIA
552,26/05/2025,DANIEL GARZA,CNEL AMADO CAMACHO,41,9065,PODA DE 1 CASUARINA,,,1,,,,,,,,,,,,,,,,1,19.4053606,-99.2026183,JUD JARDINERIA
553,14/05/2025,ANAHUAC I SECCION,LAGUNA DE TERMINOS,456,ID 0524,PODA DE 1 EUCALIPTO,1,,,,,,,,,,,,,,,,,,1,19.4425653,-99.17396412,JUD JARDINERIA
554,12/05/2025,SAN MIGUEL CHAPULTEPEC I SECCION,CDA GOB IGNACIO ESTEVA,PARQUE,9849,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.41041286,-99.18969382,JUD JARDINERIA
555,15/05/2025,LOMAS DE SOTELO,3ER ANILLO DE CIRCUNVALACION,EDIF 63 A,9898,PODA DE 2 OLMOS CHINOS 1 EUCALIPTO 1 FRESNO Y 1 AGUACATE,,,2,,,,,,,,,,3,,,,,,5,19.44874385,-99.21381415,JUD JARDINERIA
556,19/05/2025,LOMAS DE SOTELO,CALLE 7,EDIF 64 A,9897,PODA DE 1 CEDRO,,,,,1,,,,,,,,,,,,,,1,19.44858933,-99.21480482,JUD JARDINERIA
557,19/05/2025,LOMAS DE SOTELO,CALLE 7,EDIF 65B,9895,PODA DE 1 FICUS 1 LAUREL Y 1 PIRUL BRASILENO,,,,,3,,,,,,,,,,,,,,3,19.44867718,-99.21487767,JUD JARDINERIA
558,19/05/2025,LOMAS DE SOTELO,CALLE 9,EDIF 74B,9896,PODA DE 1 OCOTE,,,1,,,,,,,,,,,,,,,,1,19.44799373,-99.21517713,JUD JARDINERIA
559,15/05/2025,AMERICA,PTE 73,108,10267,PODA TOPIARIA BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,2,,,,2,19.40431862,-99.20367343,JUD JARDINERIA
560,15/05/2025,AMERICA,SUR 126,68,10139,PODA TOPIARIA BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,1,,,,1,19.40406108,-99.20146676,JUD JARDINERIA
561,12/05/2025,SAN MIGUEL CHAPULTEPEC I SECCION,13 DE SEPTIEMBRE,7,10833,PODA TOPIARIA BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,1,,,,1,19.39879052,-99.17991415,JUD JARDINERIA
562,13/05/2025,HUICHAPAN,LAGO GASCASONICA,194,10726,PODA TOPIARIA BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,1,,,,1,19.4612125,-99.19517567,JUD JARDINERIA
563,13/05/2025,HUICHAPAN,LAGO PLAVA,ESQUINA,10773,PODA TOPIARIA BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,5,,,,5,19.46184021,-99.197624,JUD JARDINERIA
564,13/05/2025,AMERICA,SUR 136,34,10662,PODA TOPIARIA DE 1 ARBOL,,,,,,,,,,,,,,,1,,,,1,19.40342237,-99.20436272,JUD JARDINERIA
565,09/05/2025,SAN DIEGO OCOYOACAC,LAGO ATHABASCA,240 ESQUINA,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,4,,,,4,19.46280681,-99.1959654,JUD JARDINERIA
566,05/05/2025,SAN MIGUEL CHAPULTEPEC I SECCION,GOB MELCHOR MUZQUIZ,PARQUE DE BOLSILLO EL CHORRITO,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,2,,,,2,19.41211529,-99.19073272,JUD JARDINERIA
567,05/05/2025,SAN MIGUEL CHAPULTEPEC I SECCION,AV PARQUE LIRA,ESQUINA,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,2,,,,2,19.40907959,-99.19035721,JUD JARDINERIA
568,05/05/2025,SAN MIGUEL CHAPULTEPEC I SECCION,AV PARQUE LIRA,METRO CONSTITUYENTES,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,13,,,,13,19.41155875,-99.19148374,JUD JARDINERIA
569,12/05/2025,AMERICA,SUR 128,PARQUE DE BOLSILLO ESQUINA,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40623121,-99.20275337,JUD JARDINERIA
570,12/05/2025,16 DE SEPTIEMBRE,SUR 138 ESQUINA,AV OBSERVATORIO,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,3,,,,3,19.40114241,-99.20446036,JUD JARDINERIA
571,13/05/2025,AMERICA,SUR 132,ESQUINA,SIN FOLIO,PODA TOPIARIA BARRIDO Y RETIRO DE DESECHO VEGETAL,,,,,,,,,,,,,,,7,,,,7,19.40169932,-99.20379513,JUD JARDINERIA
572,14/05/2025,AMPLIACION DANIEL GARZA,GOB JOSE CEBALLOS,ESQUINA,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,1,,,,1,19.40980286,-99.19066716,JUD JARDINERIA
573,14/05/2025,NEXTITLA,MAR EGEO,JARDIN FELIPE LLERA,SIN FOLIO,PODA TOPIARIA Y BARRIDO,,,,,,,,,,,,,,,1,,,,1,19.45543531,-99.17558723,JUD JARDINERIA
574,15/05/2025,POLANCO V SECCION,AV PRESIDENTE MASARYK,ESQUINA,SIN FOLIO,PODA DE 1 TULIPAN AFRICANO,,,,,,,,,,,,,,,1,,,,1,19.43166636,-99.1967724,JUD JARDINERIA
575,15/05/2025,AMERICA,SUR 128,49 CENDI CARMEN SERDAN,SIN FOLIO,MANTENIMIENTO,,,,,,,,,,,,,,,9,,,,9,19.40432755,-99.20243811,JUD JARDINERIA
576,15/05/2025,ESCANDON I SECCION,PROGRESO,173,SIN FOLIO,RETIRO DE 1 RAMAS ENTRE LOS CABLES,,,,,,1,,,,,,,,,,,,,1,19.4035947,-99.17546773,JUD JARDINERIA
577,19/05/2025,MODELO PENSIL,LAGO ONEGA,227,SIN FOLIO,PODA DE 1 LAUREL,1,,,,,,,,,,,,,,,,,,1,19.44530476,-99.1896968,JUD JARDINERIA
578,19/05/2025,NEXTITLA,MOLINO,13,18426,PODA DE 2 JACARANDAS Y 1 FICUS,,,3,,,,,,,,,,,,,,,,3,19.45734567,-99.17248253,JUD JARDINERIA
579,05/05/2025,TACUBA,LAGO ERIE,28,SIN FOLIO,PODA DE 1 ALAMO NO SE PUDO PODAR MÁS POR SOBRE RUEDAS,,,1,,,,,,,,,,,,,,,,1,19.4546745,-99.1898944,JUD JARDINERIA
580,20/05/2025,5 DE MAYO,LAGO ZUMPANGO,ESQUINA,SIN FOLIO,PODA DE 1 PIRUL DE BRASIL 1 DYRAZNO Y 1 CAPULIN,,,3,,,,,,,,,,,,,,,,3,19.4476482,-99.19901903,JUD JARDINERIA
581,20/05/2025,LAGO NORTE,2DA CDA LAGO BOLSENA,57,20560,PODA DE 1 FICUS,,,,,,,,,,,,,1,,,,,,1,19.44655199,-99.18753638,EMPRESA KAAB
582,01/05/2025,ARGENTINA ANTIGUA,LAGO MUSTERS,74,SIN FOLIO,PODA DE 1 FRESNO,,,,,,,,,,,,,1,,,,,,1,19.45647928,-99.2044951,EMPRESA KAAB
583,20/05/2025,AHUEHUETES ANAHUAC,PRIV NICOLAS BRAVO,23,11892,PODA DE 1 FICUS,,,,,,,,,,,,,1,,,,,,1,19.44988331,-99.1889584,EMPRESA KAAB
584,15/05/2025,BOSQUE DE CHAPULTEPEC II SECCION,JUAN ODONOJU,SIN NUMERO,SIN FOLIO,DERRIBO DE 1 EUCALIPTO 1 OCOTE Y PODA DE 1 CAPULIN,1,,,,,,,,,,,,,,,,,,1,19.4197339,-99.2049367,JUD JARDINERIA
585,22/05/2025,TACUBA,FERROCARRIL DE CUERNAVACA,VIAS,SIN FOLIO,PODA DE 1 FICUS Y 1 CEDRO,,,2,,,,,,,,,,,,,,,,2,19.45251183,-99.17480273,JUD JARDINERIA
586,22/05/2025,ANAHUAC I SECCION,LAGUNA DE TERMINOS,ESQUINA FACHADA AMARILLA,SIN FOLIO,PODA DE 1 FICUS,,,1,,,,,,,,,,,,,,,,1,19.44331983,-99.1809795,JUD JARDINERIA
587,26/05/2025,AMPLIACION DANIEL GARZA,CDA DE GRAL MANUEL M ECHEGARAY,TODA LA CALLE,SIN FOLIO,PODA DE 2 LAUREL Y 1 OLMO CHINO,,,3,,,,,,,,,,,,,,,,3,19.40864116,-99.19541486,JUD JARDINERIA
588,26/05/2025,POLANCO,EUGENIO SUE,TODA LA CALLE,SIN FOLIO,PODA DE 10 ARBOLES PARA LIBERACION DE 10 LUMINARIAS,,,,,,,10,,,,,,,,,,,,10,19.43336853,-99.1941089,JUD JARDINERIA
589,12/05/2025,POPOTLA,LAGO COMO,33,SIN FOLIO,PODA DE 1 FRESNO,,,,,1,,,,,,,,,,,,,,1,19.45042607,-99.18343128,JUD JARDINERIA
590,28/05/2025,DANIEL GARZA,GRAL MIGUEL QUINTANA,45,SIN FOLIO,PODA DE 2 ARBOLES,,,2,,,,,,,,,,,,,,,,2,19.40682974,-99.19832049,JUD JARDINERIA
591,21/05/2025,5 DE MAYO,CALLE 2,SIN NUMERO,SIN FOLIO,PODA DE 1 ARBOL,,,1,,,,,,,,,,,,,,,,1,19.44934352,-99.20267471,JUD JARDINERIA
592,05/05/2025,POLANCO,GALILEO,TODA LA CALLE,SIN FOLIO,PODA DE 4 TREONOS 3 FRESNOS Y 1 LAUREL PARA LIBERACION DE LUMINARIAS,,,,,,,8,,,,,,,,,,,,8,19.43361743,-99.19251645,JUD JARDINERIA
593,28/05/2025,TLAXPANA,TONANTZIN,53,SIN FOLIO,PODA DE 1 FICUS Y 1 PIRUL PARA LIBERACION DE LUMINARIA,,,,,,,2,,,,,,,,,,,,2,19.44209167,-99.16984149,JUD JARDINERIA
594,28/05/2025,TLAXPANA,TONANTZIN,ESQUINA,SIN FOLIO,PODA DE 1 FICUS 1 ALAMO Y 1 ARBOL ,,,,,,,3,,,,,,,,,,,,3,19.44178816,-99.16983076,JUD JARDINERIA
595,28/05/2025,TLAXPANA,TONANTZIN,48,SIN FOLIO,PODA DE 1 NISPERO Y 1 BUGAMBILIA,,,2,,,,,,,,,,,,,,,,2,19.44191128,-99.16933936,JUD JARDINERIA
596,27/05/2025,IGNACIO MANUEL ALTAMIRANO,LAGO AULLAGAS,136,SIN FOLIO,PODA DE 1 FICUS   1 ARBOL SIN IDENTIFICAR Y 1 NISPERO,,,,3,,,,,,,,,,,,,,,3,19.46371924,-99.19653677,JUD JARDINERIA
